master_id,nome_propriedade,tipo,endereco_propriedade,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,telefone_propriedade,website_propriedade,email_propriedade,nome_proprietario,tipo_proprietario,endereco_correspondencia,cidade_correspondencia,estado_correspondencia,cep_correspondencia,nome_contato,cargo_contato,email_contato,telefone_contato,nome_empresa,tipo_negocio,agente_registrado,data_fundacao,telefone_final,email_final,website_final,tier_qualidade
cb888a43-5bc0-4294-873a-603971be8b33,Angola / Hogback Lake KOA Holiday,rv_park,"5251 US-20, Angola, IN 46703, USA",Angola,IN,46703,Steuben County,41.6333200,-85.0866300,OPERATIONAL,4.0,725,(260) 665-5353,https://koa.com/campgrounds/angola/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,Angola / Hogback Lake KOA Holiday,business,"5251 US-20, Angola, IN 46703, USA",Angola,IN,46703,,,,,,,,,(260) 665-5353,,https://koa.com/campgrounds/angola/?utm_source=google&utm_medium=organic&utm_campaign=gbp,A
799a4a89-cd7e-4734-8a45-55a6821cc65c,Camp Sack-In,campground,"8740 E 40 S, Angola, IN 46703, USA",Angola,IN,46703,Steuben County,41.6417250,-84.8243940,OPERATIONAL,4.3,108,(260) 665-5166,http://www.campsack-in.com/,,Camp Sack-In,business,"8740 E 40 S, Angola, IN 46703, USA",Angola,IN,46703,,,,,,,,,(260) 665-5166,,http://www.campsack-in.com/,A
c117477d-d837-4649-a733-b91bfcfa1ac6,Happy Acres Campground,rv_park,"1940 S 300 W, Angola, IN 46703, USA",Angola,IN,46703,Steuben County,41.6145224,-85.0456061,OPERATIONAL,4.7,275,(260) 665-9843,http://camphappyacres.com/,,Happy Acres Campground,business,"1940 S 300 W, Angola, IN 46703, USA",Angola,IN,46703,,,,,,,,,(260) 665-9843,,http://camphappyacres.com/,A
152321a3-f49a-4660-8220-389448919e92,Lake James Campground,campground,"3545 N Bay View Rd, Angola, IN 46703, USA",Angola,IN,46703,Steuben County,41.6937720,-85.0390076,OPERATIONAL,4.4,63,(419) 822-3744,,,Lake James Campground,business,"3545 N Bay View Rd, Angola, IN 46703, USA",Angola,IN,46703,,,,,,,,,(419) 822-3744,,,A
b32fda72-4a32-435d-9f53-f3cc867e2b72,Silver Lake RV & MH Estates,rv_park,"4305 US-20, Angola, IN 46703, USA",Angola,IN,46703,Steuben County,41.6354424,-85.0704441,OPERATIONAL,3.3,107,(260) 665-3783,,,Silver Lake RV & MH Estates,business,"4305 US-20, Angola, IN 46703, USA",Angola,IN,46703,,,,,,,,,(260) 665-3783,,,A
0c5c6f97-a4c0-4bea-b1fd-9fdfc752bb60,West Otter Lake Campground,campground,"160 Ln 110 West Otter Lake, Angola, IN 46703, USA",Angola,IN,46703,Steuben County,41.6411926,-85.1653632,OPERATIONAL,4.4,82,(260) 665-8587,http://www.westotterlakecampground.com/,,West Otter Lake Campground,business,"160 Ln 110 West Otter Lake, Angola, IN 46703, USA",Angola,IN,46703,,,,,,,,,(260) 665-8587,,http://www.westotterlakecampground.com/,A
55e58f72-bbdc-412d-908f-c5457617565a,Colonial Court Mobile Home Park & Colonial Home Sales,rv_park,"205 W Marshall St, Argos, IN 46501, USA",Argos,IN,46501,Marshall County,41.2438926,-86.2532501,OPERATIONAL,4.1,53,(574) 892-5200,https://colonialcourtmhp.com/,,Colonial Court Mobile Home Park & Colonial Home Sales,business,"205 W Marshall St, Argos, IN 46501, USA",Argos,IN,46501,,,,,,,,,(574) 892-5200,,https://colonialcourtmhp.com/,A
6ef30f74-5737-4503-a3b3-6a25163548b5,"Klumpe Family Kampground, LLC",campground,"5509 N 200 E, Attica, IN 47918, USA",Attica,IN,47918,Warren County,40.3964202,-87.2818129,OPERATIONAL,4.8,79,(765) 490-1371,https://klumpefamilykampground.com/,,"Klumpe Family Kampground, LLC",business,"5509 N 200 E, Attica, IN 47918, USA",Attica,IN,47918,,,,,,,,,(765) 490-1371,,https://klumpefamilykampground.com/,A
cb70c7dc-0819-4faa-b339-52c604547f32,Off The Trail Vacation Rentals & Campground,campground,"3970 N Xavier Rd, Attica, IN 47918, USA",Attica,IN,47918,Fountain County,40.2717129,-87.2613886,OPERATIONAL,4.6,285,(765) 762-6189,http://www.offthetrailcampground.com/,,Off The Trail Vacation Rentals & Campground,business,"3970 N Xavier Rd, Attica, IN 47918, USA",Attica,IN,47918,,,,,,,,,(765) 762-6189,,http://www.offthetrailcampground.com/,A
d7c86a2c-b556-4d3e-b37a-9bb895d7e041,Auburn Crossing,rv_park,"1112 W Seventh St, Auburn, IN 46706, USA",Auburn,IN,46706,DeKalb County,41.3674894,-85.0765089,OPERATIONAL,3.7,144,(260) 508-3096,https://www.auburncrossingmhc.com/,,Auburn Crossing,business,"1112 W Seventh St, Auburn, IN 46706, USA",Auburn,IN,46706,,,,,,,,,(260) 508-3096,,https://www.auburncrossingmhc.com/,A
9ca58071-0a70-423b-8f98-1504b24ddbb0,Fireside Resort RV Park,rv_park,"5612 Co Rd 11A, Auburn, IN 46706, USA",Auburn,IN,46706,DeKalb County,41.3290006,-85.0904474,OPERATIONAL,3.6,160,(260) 925-6747,http://www.firesideresort.com/,,Fireside Resort RV Park,business,"5612 Co Rd 11A, Auburn, IN 46706, USA",Auburn,IN,46706,,,,,,,,,(260) 925-6747,,http://www.firesideresort.com/,A
6e8ef0fe-6600-4a44-ab83-958b6b2a4229,CampShore Camp Ground,campground,"8548 IN-56, Aurora, IN 47001, USA",Aurora,IN,47001,Ohio County,38.9969377,-84.8578757,OPERATIONAL,4.3,49,(812) 438-2135,http://campshoreontheriver.com/,,CampShore Camp Ground,business,"8548 IN-56, Aurora, IN 47001, USA",Aurora,IN,47001,,,,,,,,,(812) 438-2135,,http://campshoreontheriver.com/,A
6c53c286-11ac-4bf2-9156-c327e2b95f18,Beechwood Pointe Austin Mobile Home Park,rv_park,"1301 W York Rd Lot 6, Austin, IN 47102, USA",Austin,IN,47102,Scott County,38.7349143,-85.8238805,OPERATIONAL,3.6,72,(812) 480-2823,https://yougotithomes.com/community/beechwood-pointe/,,Beechwood Pointe Austin Mobile Home Park,business,"1301 W York Rd Lot 6, Austin, IN 47102, USA",Austin,IN,47102,,,,,,,,,(812) 480-2823,,https://yougotithomes.com/community/beechwood-pointe/,A
e3936f99-5c1b-4006-8825-6d05bca1d213,Avon Village Mobile Home Park,rv_park,"235 Avon Village Dr, Avon, IN 46123, USA",Avon,IN,46123,Hendricks County,39.7613380,-86.3558989,OPERATIONAL,3.9,128,(317) 271-0795,http://www.avonvillagemhc.com/,,Avon Village Mobile Home Park,business,"235 Avon Village Dr, Avon, IN 46123, USA",Avon,IN,46123,,,,,,,,,(317) 271-0795,,http://www.avonvillagemhc.com/,A
814ace08-979f-47db-9cff-e3a74c1e43de,Batesville KOA Journey,rv_park,"7234 IN-46, Batesville, IN 47006, USA",Batesville,IN,47006,Ripley County,39.2754666,-85.1313178,OPERATIONAL,4.1,319,(800) 562-3418,https://koa.com/campgrounds/batesville/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,Batesville KOA Journey,business,"7234 IN-46, Batesville, IN 47006, USA",Batesville,IN,47006,,,,,,,,,(800) 562-3418,,https://koa.com/campgrounds/batesville/?utm_source=google&utm_medium=organic&utm_campaign=gbp,A
3a727411-bf81-4c33-afa5-f1f2c63f6a5c,Thousand Trails Indian Lakes,rv_park,"7234 IN-46, Batesville, IN 47006, USA",Batesville,IN,47006,Ripley County,39.2773905,-85.1281241,OPERATIONAL,3.7,675,(812) 934-5496,https://thousandtrails.com/indiana/indian-lakes-rv-campground/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,,Thousand Trails Indian Lakes,business,"7234 IN-46, Batesville, IN 47006, USA",Batesville,IN,47006,,,,,,,,,(812) 934-5496,,https://thousandtrails.com/indiana/indian-lakes-rv-campground/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,A
beecd901-9d28-4108-bb26-c97827b24e98,Camp Bedford,campground,"33 Church Camp Rd, Bedford, IN 47421, USA",Bedford,IN,47421,Lawrence County,38.8156930,-86.4860360,OPERATIONAL,4.7,52,(812) 329-1222,https://campbedford.com/,,Camp Bedford,business,"33 Church Camp Rd, Bedford, IN 47421, USA",Bedford,IN,47421,,,,,,,,,(812) 329-1222,,https://campbedford.com/,A
ecd498ee-6453-4575-8914-81122c41555a,Free Spirit Campground,rv_park,"4140 Erie Church Rd, Bedford, IN 47421, USA",Bedford,IN,47421,Lawrence County,38.8883423,-86.3413332,OPERATIONAL,4.5,94,(812) 834-6164,https://www.facebook.com/Free-Spirit-Campground-100343968362246/,,Free Spirit Campground,business,"4140 Erie Church Rd, Bedford, IN 47421, USA",Bedford,IN,47421,,,,,,,,,(812) 834-6164,,https://www.facebook.com/Free-Spirit-Campground-100343968362246/,A
c494d982-8c26-45ca-83d6-5e0e05550bc9,Town & Country Mobile Home Park,rv_park,"3104 29th St, Bedford, IN 47421, USA",Bedford,IN,47421,Lawrence County,38.8459061,-86.5131752,OPERATIONAL,3.3,11,(812) 275-4656,,,Town & Country Mobile Home Park,business,"3104 29th St, Bedford, IN 47421, USA",Bedford,IN,47421,,,,,,,,,(812) 275-4656,,,A
22e43fc1-6c54-46e1-99aa-91bee4d0450e,Camp Livingston,campground,"4998 Nell Lee Rd, Bennington, IN 47011, USA",Bennington,IN,47011,Switzerland County,38.8502345,-85.1116044,OPERATIONAL,4.6,37,(812) 427-2202,http://www.camplivingston.com/,,Camp Livingston,business,"4998 Nell Lee Rd, Bennington, IN 47011, USA",Bennington,IN,47011,,,,,,,,,(812) 427-2202,,http://www.camplivingston.com/,A
85ccda4b-29fa-47ac-8b0b-2fa54402a6f7,Drakes Ridge Rustic Nudist Retreat,campground,"9641 Drakes Ridge Rd, Bennington, IN 47011, USA",Bennington,IN,47011,Switzerland County,38.8273970,-85.1063800,OPERATIONAL,4.5,60,(812) 427-3914,http://www.drakesridge.com/,,Drakes Ridge Rustic Nudist Retreat,business,"9641 Drakes Ridge Rd, Bennington, IN 47011, USA",Bennington,IN,47011,,,,,,,,,(812) 427-3914,,http://www.drakesridge.com/,A
9f168bc2-04da-47d0-aaa5-823d4ce60fd7,Berne Mobile Home Park,rv_park,"345 Jackson St, Berne, IN 46711, USA",Berne,IN,46711,Adams County,40.6606597,-84.9464903,OPERATIONAL,4.7,26,(260) 209-4118,https://knightscommunities.com/berne-indiana-berne-mobile-home-park/,,Berne Mobile Home Park,business,"345 Jackson St, Berne, IN 46711, USA",Berne,IN,46711,,,,,,,,,(260) 209-4118,,https://knightscommunities.com/berne-indiana-berne-mobile-home-park/,A
2e4632d5-9ed0-406a-8885-4c11a4141f55,Patoka Lake,campground,"3084 Dillard Rd, Birdseye, IN 47513, USA",Birdseye,IN,47513,Crawford County,38.3837010,-86.6439988,OPERATIONAL,4.6,309,(812) 338-5589,http://www.in.gov/dnr/parklake/2953.htm,,Patoka Lake,business,"3084 Dillard Rd, Birdseye, IN 47513, USA",Birdseye,IN,47513,,,,,,,,,(812) 338-5589,,http://www.in.gov/dnr/parklake/2953.htm,A
be4a0de7-fb16-4816-839f-e97220c64ded,Whispering Meadows,rv_park,"9307 N Zimmerman Rd, Birdseye, IN 47513, USA",Birdseye,IN,47513,Crawford County,38.3763850,-86.6500685,OPERATIONAL,4.7,24,(970) 238-0555,,,Whispering Meadows,business,"9307 N Zimmerman Rd, Birdseye, IN 47513, USA",Birdseye,IN,47513,,,,,,,,,(970) 238-0555,,,A
5df32364-1408-4cab-a3a9-3df91b914792,Wildridge RV Resort,rv_park,"2905 Dillard Rd, Birdseye, IN 47513, USA",Birdseye,IN,47513,Crawford County,38.3787249,-86.6442091,OPERATIONAL,4.6,108,(812) 685-2489,http://www.wildridgervresort.com/,,Wildridge RV Resort,business,"2905 Dillard Rd, Birdseye, IN 47513, USA",Birdseye,IN,47513,,,,,,,,,(812) 685-2489,,http://www.wildridgervresort.com/,A
336a3e2d-3c1e-4165-8114-fba9edc465d5,Peaceful Waters Campground,campground,"3325 US-41, Bloomingdale, IN 47832, USA",Bloomingdale,IN,47832,Parke County,39.8164610,-87.2361980,OPERATIONAL,4.5,300,(765) 592-6458,https://www.peacefulwaterscampground.com/,,Peaceful Waters Campground,business,"3325 US-41, Bloomingdale, IN 47832, USA",Bloomingdale,IN,47832,,,,,,,,,(765) 592-6458,,https://www.peacefulwaterscampground.com/,A
71d187c9-d07a-4865-819f-8e108ec29a39,Turkey Run Canoe & Camping,campground,"870 IN-47, Bloomingdale, IN 47832, USA",Bloomingdale,IN,47832,Parke County,39.8781090,-87.2259220,OPERATIONAL,4.1,403,(765) 597-2029,https://www.turkeyruncanoeandcamping.com/,,Turkey Run Canoe & Camping,business,"870 IN-47, Bloomingdale, IN 47832, USA",Bloomingdale,IN,47832,,,,,,,,,(765) 597-2029,,https://www.turkeyruncanoeandcamping.com/,A
132a93f6-0b23-43d8-a7d7-9923c7b39b9e,Arlington Valley,rv_park,"1600 N Willis Dr, Bloomington, IN 47404, USA",Bloomington,IN,47404,Monroe County,39.1820099,-86.5439104,OPERATIONAL,3.5,289,(812) 339-5392,https://www.mhvillage.com/Communities/MobileHomePark.php?key=11762,,Arlington Valley,business,"1600 N Willis Dr, Bloomington, IN 47404, USA",Bloomington,IN,47404,,,,,,,,,(812) 339-5392,,https://www.mhvillage.com/Communities/MobileHomePark.php?key=11762,A
a50b0b95-191e-4d83-bcfe-69c481f74d65,Country Club Terrace Mobile Home Park,rv_park,"400 W Terrace Dr, Bloomington, IN 47403, USA",Bloomington,IN,47403,Monroe County,39.1280479,-86.5369567,OPERATIONAL,3.3,34,(812) 269-1105,,,Country Club Terrace Mobile Home Park,business,"400 W Terrace Dr, Bloomington, IN 47403, USA",Bloomington,IN,47403,,,,,,,,,(812) 269-1105,,,A
228a6266-0e54-461d-bbd4-8858b35ef243,E&N Mobile Home Community,rv_park,"900 N Curry Pike lot 7, Bloomington, IN 47404, USA",Bloomington,IN,47404,Monroe County,39.1755714,-86.5820239,OPERATIONAL,3.5,50,(812) 269-8842,http://openmgmt.com/e&n,,E&N Mobile Home Community,business,"900 N Curry Pike lot 7, Bloomington, IN 47404, USA",Bloomington,IN,47404,,,,,,,,,(812) 269-8842,,http://openmgmt.com/e&n,A
4ad1346a-bc91-4c91-bb91-7ebb755d1508,Garden Hill Mobile Home Park,rv_park,"4111 W Vernal Pike, Bloomington, IN 47404, USA",Bloomington,IN,47404,Monroe County,39.1771659,-86.5815505,OPERATIONAL,3.4,99,(812) 336-8004,,,Garden Hill Mobile Home Park,business,"4111 W Vernal Pike, Bloomington, IN 47404, USA",Bloomington,IN,47404,,,,,,,,,(812) 336-8004,,,A
0e8a327d-77b1-4d30-83d0-b8da6c2c63f1,Heatherwood Mobile Home Community,rv_park,"3660 S Leonard Springs Rd, Bloomington, IN 47403, USA",Bloomington,IN,47403,Monroe County,39.1270298,-86.5839611,OPERATIONAL,3.3,234,(812) 200-4042,https://docs.google.com/forms/d/1Y05t3kdzzebxdryX74ffWUjhSZbjx62srSmCLJ0L0xw/edit,,Heatherwood Mobile Home Community,business,"3660 S Leonard Springs Rd, Bloomington, IN 47403, USA",Bloomington,IN,47403,,,,,,,,,(812) 200-4042,,https://docs.google.com/forms/d/1Y05t3kdzzebxdryX74ffWUjhSZbjx62srSmCLJ0L0xw/edit,A
e62f1845-caab-4740-a57c-079c5b659d9b,Jami Lou Seasonal RV Campground,campground,"3800 State Hwy 446, Bloomington, IN 47401, USA",Bloomington,IN,47401,Monroe County,39.1233362,-86.4347305,OPERATIONAL,5.0,10,(812) 994-1662,http://jamiloucampground.com/,,Jami Lou Seasonal RV Campground,business,"3800 State Hwy 446, Bloomington, IN 47401, USA",Bloomington,IN,47401,,,,,,,,,(812) 994-1662,,http://jamiloucampground.com/,A
89c3d3d8-2b3c-4eef-a49e-c6d388e73eb0,Jellystone Park™ Lake Monroe,rv_park,"9396 S Strain Ridge Rd, Bloomington, IN 47401, USA",Bloomington,IN,47401,Monroe County,39.0259728,-86.5230524,OPERATIONAL,4.4,684,(812) 824-3322,https://jellystonelakemonroe.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,,Jellystone Park™ Lake Monroe,business,"9396 S Strain Ridge Rd, Bloomington, IN 47401, USA",Bloomington,IN,47401,,,,,,,,,(812) 824-3322,,https://jellystonelakemonroe.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,A
9e500919-0c4c-4aff-b225-4ef2b03229b7,Knightridge Campground,campground,"4398 State Hwy 446, Bloomington, IN 47401, USA",Bloomington,IN,47401,Monroe County,39.1134074,-86.4313621,OPERATIONAL,4.5,31,(812) 318-0050,http://www.theknightridge.com/,,Knightridge Campground,business,"4398 State Hwy 446, Bloomington, IN 47401, USA",Bloomington,IN,47401,,,,,,,,,(812) 318-0050,,http://www.theknightridge.com/,A
dc6e94f4-7486-49e2-ab2d-0a19bc525f35,Lake Monroe Village,campground,"8107 S Fairfax Rd, Bloomington, IN 47401, USA",Bloomington,IN,47401,Monroe County,39.0518442,-86.4940584,OPERATIONAL,4.3,252,(812) 287-6855,http://www.lakemonroevillage.com/,,Lake Monroe Village,business,"8107 S Fairfax Rd, Bloomington, IN 47401, USA",Bloomington,IN,47401,,,,,,,,,(812) 287-6855,,http://www.lakemonroevillage.com/,A
c3e0212d-be9b-4ac5-8c2c-4f80e1a8eac0,Lamplighter Estates Mobile,rv_park,"1700 S Curry Pike, Bloomington, IN 47403, USA",Bloomington,IN,47403,Monroe County,39.1504919,-86.5848516,OPERATIONAL,3.8,48,(812) 825-9628,,,Lamplighter Estates Mobile,business,"1700 S Curry Pike, Bloomington, IN 47403, USA",Bloomington,IN,47403,,,,,,,,,(812) 825-9628,,,A
66fb09a6-12fe-4917-b90a-8db75b88eb79,Longview Mobile Home Park,rv_park,"345 S Muller Pkwy, Bloomington, IN 47403, USA",Bloomington,IN,47403,Monroe County,39.1627930,-86.5635413,OPERATIONAL,4.0,47,(812) 955-5003,http://longviewbloomington.com/,,Longview Mobile Home Park,business,"345 S Muller Pkwy, Bloomington, IN 47403, USA",Bloomington,IN,47403,,,,,,,,,(812) 955-5003,,http://longviewbloomington.com/,A
19306fb3-fee6-4c9b-8974-8d26e6cfac91,Mackenzie Park,rv_park,"2005 S Rogers St, Bloomington, IN 47403, USA",Bloomington,IN,47403,Monroe County,39.1459379,-86.5382961,OPERATIONAL,4.0,24,(812) 336-6900,http://www.shaw-rentals.com/,,Mackenzie Park,business,"2005 S Rogers St, Bloomington, IN 47403, USA",Bloomington,IN,47403,,,,,,,,,(812) 336-6900,,http://www.shaw-rentals.com/,A
37aa4eb1-918f-477a-9163-6886f04b6697,Monroe Causeway Campground,campground,"7407 State Hwy 446, Bloomington, IN 47401, USA",Bloomington,IN,47401,Monroe County,39.0645469,-86.4089134,OPERATIONAL,4.7,48,(812) 837-9966,https://monroecausewaycamp.com/,,Monroe Causeway Campground,business,"7407 State Hwy 446, Bloomington, IN 47401, USA",Bloomington,IN,47401,,,,,,,,,(812) 837-9966,,https://monroecausewaycamp.com/,A
